DEC,HEX,Mode,Alpha Tag,Description,Tag
49658,c1fa,T,ERL BLEDSOE,EMS Encode: Erlanger Bledsoe,Hospital
49659,c1fb,T,ERL SEQ VALY,EMS Encode: Erlanger Sequatchie Valley,Hospital
49550,c18e,T,C-VILLE MEDCOM 1,Cookeville MEDCOM 1,EMS Dispatch
49551,c18f,T,STONES RIVER,EMS Encode: Stones River,Hospital
49552,c190,T,CUMBERLAND,EMS Encode: Cumberland,Hospital
49553,c191,T,DEKALB,EMS Encode: Dekalb,Hospital
49554,c192,T,MACON,EMS Encode: Macon,Hospital
49555,c193,T,LIVINGSTON,EMS Encode: Livingston,Hospital
49556,c194,T,COOKEVILLE,EMS Encode: Cookeville,Hospital
49557,c195,T,Riverview RMC ER,EMS: Riverview RMC ER (Smith Co) [RIVERVIEW],Hospital
49558,c196,T,RIVER PARK,EMS Encode: River Park,Hospital
49559,c197,T,HIGHLANDS,EMS Encode: Highlands,Hospital
49660,c1fc,T,C-VILLE MEDCOM 2,Cookeville MEDCOM 2,EMS Dispatch
49661,c1fd,T,C-VILLE MED CTRL,Cookeville Medical Control,EMS Dispatch
49662,c1fe,T,UT JAMESTOWN,EMS Encode: UT Jamestown,Hospital
49663,c1ff,T,ED 40,EMS Encode: ED 40,Hospital
49664,c200,T,ED 41,EMS Encode: ED 41,Hospital
49665,c201,T,ED 42,EMS Encode: ED 42,Hospital
48251,bc7b,T,VANBLT WILSON,EMS Encode: Vanderbilt Wilson,Hospital
48254,bc7e,T,VANDBLT ADULT,EMS Encode: Vanderbilt Adult,Hospital
48260,bc84,T,VANDBLT PED,EMS Encode: Vanderbilt Ped,Hospital
48261,bc85,T,ST RUTHERFORD,EMS Encode: St Thomas Rutherford,Hospital
48262,bc86,T,STONECREST,EMS Encode: Stonecrest,Hospital
49500,c15c,T,NASH MEDCOM1,Nashville MEDCOM 1,EMS Dispatch
49501,c15d,T,ASHLAND CITY,EMS Encode: Ashland City,Hospital
49502,c15e,T,ST WEST,EMS Encode: St Thomas West,Hospital
49503,c15f,T,NASH GENERAL,EMS Encode: Nashville General,Hospital
49504,c160,T,SKYLINE,EMS Encode: Skyline,Hospital
49505,c161,T,SOUTHERN HILLS,EMS Encode: Southern Hills,Hospital
49506,c162,T,CENTENNIAL,EMS Encode: Centennial,Hospital
49507,c163,T,ST MIDTOWN,EMS Encode: St Thomas Midtown,Hospital
49508,c164,T,SUMMIT,EMS Encode: Summit,Hospital
49509,c165,T,VA NASHVILLE,EMS Encode: VA Nashville,Hospital
49510,c166,T,HORIZON,EMS Encode: Horizon,Hospital
49511,c167,T,HOUSTON CO,EMS Encode: Houston Co,Hospital
49512,c168,T,TENOVA CLARKVL,EMS Encode: Tennova Clarksville,Hospital
49513,c169,T,NORTHCREST,EMS Encode: Northcrest,Hospital
49514,c16a,T,SUMNER REG,EMS Encode: Sumner Regional,Hospital
49515,c16b,T,HENDERSONVILLE,EMS Encode: Hendersonville,Hospital
49516,c16c,T,TROUSDALE,EMS Encode: Trousdale,Hospital
49517,c16d,T,WILLIAMSON,EMS Encode: Williamson,Hospital
49518,c16e,T,THREE RIVERS,EMS Encode: Three Rivers,Hospital
49519,c16f,T,VA MURFRESBORO,EMS Encode: VA Murfreesboro,Hospital
49520,c170,T,CENTENNIAL PED,EMS Encode: Centennial Pediatric,Hospital
49521,c171,T,BLANCHFLD ARMY,EMS Encode: Blanchfield Army,Hospital
49522,c172,T,TENOVA SANGOER,EMS Encode: Tennova Sangoer,Hospital
49523,c173,T,PORTLAND ER,EMS Encode: Portland ER,Hospital
49524,c174,T,SPRING HILL ER,EMS Encode: Springhill ER,Hospital
49525,c175,T,NATCHEZ ER,EMS Encode: Natchez ER,Hospital
49526,c176,T,MT JULIET ER,EMS Encode: Mt Juliet ER,Hospital
49527,c177,T,CENTURYFARMSER,EMS Encode: Century Farmser,Hospital
49528,c178,T,SKYLNE MADISON,EMS Encode: Skyline Madison,Hospital
49529,c179,T,ST RUTH WSTLWN,EMS Encode: St Ruth Westlawn,Hospital
49666,c202,T,NASH MEDCOM2,Nashville MEDCOM 2,EMS Dispatch
49670,c206,T,NASH MEDCTRL1,Nashville Medical Control 1,EMS Dispatch
49671,c207,T,NASH MEDCTRL2,Nashville Medical Control 2,EMS Dispatch
49672,c208,T,CENTENNIAL WMN,EMS Encode: Centennial Women,Hospital
49673,c209,T,SUMNER STN ER,EMS Encode: Sumner Station ER,Hospital
49674,c20a,T,ED 50,EMS Encode: ED 50,Hospital
49675,c20b,T,ED 51,EMS Encode: ED 51,Hospital
49676,c20c,T,ED 52,EMS Encode: ED 52,Hospital
48252,bc7c,T,TULLAHOMA,EMS Encode: Tullahoma,Hospital
48253,bc7d,T,BEDFORD,EMS Encode: Bedford,Hospital
49530,c17a,T,MAURY MEDCOM1,Maury MEDCOM 1,EMS Dispatch
49531,c17b,T,UNITY MEDICAL,EMS Encode: Unity Medical,Hospital
49532,c17c,T,PULASKI,EMS Encode: Pulaski,Hospital
49533,c17d,T,HICKMAN,EMS Encode: Hickman,Hospital
49534,c17e,T,LAWRENCEBURG,EMS Encode: Lawrenceburg,Hospital
49535,c17f,T,LINCOLN,EMS Encode: Lincoln,Hospital
49536,c180,T,HUNTSVILLE,EMS Encode: Hunstville,Hospital
49537,c181,T,MARSHALL,EMS Encode: Marshall,Hospital
49539,c183,T,MAURY,EMS Encode: Maury,Hospital
49540,c184,T,WAYNE,EMS Encode: Wayne,Hospital
49541,c185,T,ED 60,EMS Encode: ED 60,Hospital
49542,c186,T,ED 61,EMS Encode: ED 61,Hospital
49543,c187,T,ED 62,EMS Encode: ED 62,Hospital
49677,c20d,T,MAURY MEDCOM2,Maury MEDCOM 2,EMS Dispatch
49678,c20e,T,MAURY MEDCTRL,Maury Medical Control,EMS Dispatch
49560,c198,T,BapMcNry EMS MC1,Baptist McNairy EMS MEDCOM1,EMS Dispatch
49561,c199,T,WTH CAMDEN,EMS Encode: WTH Camden - Patient Reports,Hospital
49562,c19a,T,Carroll Hosp ER,EMS Encode: Carroll County Hospital - Patient Reports,Hospital
49563,c19b,T,WTH DYERSBURG,EMS Encode: WTH Dyersburg - Patient Reports,Hospital
49564,c19c,T,WTH MILAN,EMS Encode: WTH Milan - Patient Reports,Hospital
49565,c19d,T,WTH BOLIVER,EMS Encode: WTH Boliver - Patient Reports,Hospital
49566,c19e,T,HARDIN,EMS Encode: Hardin - Patient Reports,Hospital
49567,c19f,T,HENDERSON,EMS Encode: Henderson - Patient Reports,Hospital
49568,c1a0,T,HENRY,EMS Encode: Henry - Patient Reports,Hospital
49569,c1a1,T,WTH JACKSON,EMS Encode: WTH Jackson - Patient Reports,Hospital
49570,c1a2,T,WTH NORTH,EMS Encode: WTH North - Patient Reports,Hospital
49571,c1a3,T,UNION CITY,EMS Encode: Union City - Patient Reports,Hospital
49572,c1a4,T,WTH VOLUNTEER,EMS Encode: WTH Volunteer - Patient Reports,Hospital
49573,c1a5,T,MAGNOLIA REG,EMS Encode: Magnolia Regional - Patient Reports,Hospital
49574,c1a6,T,BROWNSVILLE,EMS Encode: Brownsville - Patient Reports,Hospital
49575,c1a7,T,DECATUR,EMS Encode: Decatur - Patient Reports,Hospital
49576,c1a8,T,MAGNOLIA MCNRY,EMS Encode: Magnolia McNairy - Patient Reports,Hospital
49577,c1a9,T,ED 70,EMS Encode: ED 70 - Patient Reports,Hospital
49578,c1aa,T,ED 71,EMS Encode: ED 71 - Patient Reports,Hospital
49579,c1ab,T,ED 72,EMS Encode: ED 72 - Patient Reports,Hospital
49679,c20f,T,BapMcNry EMS MC2,Baptist McNairy EMS MEDCOM2,EMS Dispatch
49680,c210,T,BapMcNry MedCtrl,Baptist McNairy Medical Control,EMS Dispatch
49580,c1ac,T,MEMPHS MEDCOM1,Memphis MEDCOM 1,EMS Dispatch
49581,c1ad,T,CRITTENDEN,EMS Encode: Crittenden,Hospital
49582,c1ae,T,DESOTO,EMS Encode: Desoto,Hospital
49583,c1af,T,OLIVE BRANCH,EMS Encode: Olive Branch,Hospital
49584,c1b0,T,LAUDERDALE,EMS Encode: Lauderdale,Hospital
49585,c1b1,T,BAPTIST MEM,EMS Encode: Baptist Memorial,Hospital
49586,c1b2,T,BAPTIST PEDS,EMS Encode: Baptist Pediatric,Hospital
49587,c1b3,T,COLLIERVILLE,EMS Encode: Collierville,Hospital
49588,c1b4,T,LEBONHEUR,EMS Encode: Lebonheur,Hospital
49589,c1b5,T,GERMANTOWN,EMS Encode: Germantown,Hospital
49590,c1b6,T,METHODIST NTH,EMS Encode: Methodist North,Hospital
49591,c1b7,T,METHODIST STH,EMS Encode: Methodist South,Hospital
49592,c1b8,T,METHODIST UNIV,EMS Encode: Methodist University,Hospital
49593,c1b9,T,REGIONAL ONE,EMS Encode: Regional One,Hospital
49594,c1ba,T,BARTLETT,EMS Encode: Bartlett,Hospital
49595,c1bb,T,ST FRANCIS,EMS Encode: St Francis,Hospital
49596,c1bc,T,ST JUDE,EMS Encode: St Jude,Hospital
49597,c1bd,T,VA MEMPHIS,EMS Encode: VA Memphis,Hospital
49598,c1be,T,TIPTON,EMS Encode: Tipton,Hospital
49681,c211,T,MEMPHS MEDCOM2,Memphis MEDCOM 2,EMS Dispatch
49682,c212,T,MEMPHS MEDCTRL,Memphis Medical Control,EMS Dispatch
49683,c213,T,ED 80,EMS Encode: ED 80,Hospital
49684,c214,T,ED 81,EMS Encode: ED 81,Hospital
49685,c215,T,ED 82,EMS Encode: ED 82,Hospital
49686,c216,T,BAPTIST WOMENS,EMS Encode: Baptist Womens,Hospital
49687,c217,T,BAPTIST ARLGTN,EMS Encode: Baptist Arlington,Hospital
47158,b836,T,DOT HELP SW,State Wide Operations,Public Works
47150,b82e,T,DOT HELP R1,Region 1 Dispatch - Knoxville,Public Works
47154,b832,T,DOT HTAC1 R1,Region 1 Tactical 1,Public Works
47151,b82f,T,DOT HELP R2,Region 2 Dispatch - Chattanooga,Public Works
47155,b833,T,DOT HTAC1 R2,Region 2 Tactical 1,Public Works
47152,b830,T,DOT HELP R3,TDOT HELP R3,Public Works
47156,b834,T,DOT HTAC1 R3,Region 3 Tactical 1,Public Works
47161,b839,T,DOT HTAC2 R3,Region 3 Tactical 2,Public Works
47163,b83b,T,DOT HTAC3 R3,Region 3 Tactical 3,Public Works
47153,b831,T,DOT HELP R4,Region 4 Dispatch - Jackson,Public Works
47157,b835,T,DOT HTAC1 R4,Region 4 Tactical 1,Public Works
8520,2148,D,01-ACSD-OPS1,Sheriff: Operations 1 - Dispatch,Law Dispatch
8521,2149,DE,01-ACSD-OPS2,Sheriff: Operations 2,Law Tac
8522,214a,D,01-ACSO TAC1,Sheriff: Tactical 1,Law Tac
8523,214b,DE,01-ACSO TAC2,Sheriff: Tactical 2,Law Tac
8524,214c,DE,01-ACSD CAR1,Sheriff: Car-to-Car 1,Law Talk
8525,214d,DE,01-ACSO CAR2,Sheriff: Car-to-Car 2,Law Talk
8526,214e,DE,01-ACSO COMMAND,Sheriff: Command,Law Tac
8527,214f,DE,01-ACSO CID,Sheriff: Criminal Investigations Division (CID),Law Tac
8528,2150,DE,01-ACSO DRUG,Sheriff: Drug Interdiction Unit,Law Tac
8501,2135,D,01-AC NET,County Net,Multi-Dispatch
8503,2137,D,01-AC EVNT 1,County Events 1,Multi-Tac
8504,2138,D,01-AC EVNT 2,County Events 2,Multi-Tac
8505,2139,D,01-AC EVNT 3,County Events 3,Multi-Tac
8533,2155,D,And Co OEM Ops 1,OEM Operations 1,Emergency Ops
8534,2156,DE,And Co OEM Ops 2,OEM Operations 2,Emergency Ops
8529,2151,D,AndCo Fire Ops 1,Fire: Operations 1 (County),Fire-Tac
8530,2152,DE,AndCo Fire Ops 2,Fire: Operations 2 (County),Fire-Tac
8531,2153,D,AndCo Fire Tac-1,Fire: Tactical 1 (County),Fire-Tac
8532,2154,DE,AndCo Fire Tac-2,Fire: Tactical 2 (County),Fire-Tac
8535,2157,DE,01-ACEMS ALS,Anderson EMS: ALS Dispatch,EMS Dispatch
8536,2158,DE,01-ACEMS BLS,Anderson EMS: BLS Dispatch,EMS Dispatch
8537,2159,DE,Anderson EMS Tac,Anderson EMS: Tactical,EMS-Tac
8583,2187,DE,Anderson EMS INc,EMS: Incident (County),EMS Dispatch
8584,2188,DE,AndersnEMS Admin,EMS: Admin (County),EMS Dispatch
8585,2189,D,AndersnEMS Alert,EMS: Alerting (County),EMS Dispatch
8538,215a,D,01-AC ROAD 1,County Highway 1,Public Works
8539,215b,D,01-AC ROAD 2,County Highway 2,Public Works
8540,215c,D,01-AC PUB WK 1,County Public Works 1,Public Works
8541,215d,D,01-AC PUB WK 2,County Public Works 2,Public Works
8542,215e,D,01-AC GOV 1,County Government 1,Public Works
8543,215f,DE,01-AC GOV 2,County Government 2,Public Works
8544,2160,D,01-AC SCH OPS 1,County School Ops 1,Schools
8545,2161,D,01-AC SCH OPS 2,County School Ops 2,Schools
8546,2162,D,01-AC SCH NET,County School Net,Schools
8612,21a4,D,Clinton PD Ops 1,Police: Ops 1-Dispatch (Future Use),Law Dispatch
8613,21a5,D,Clinton PD Tac-1,Police: Tac-1,Law Tac
8614,21a6,DE,Clinton PD Tac-2,Police: Tac-2,Law Tac
8618,21aa,D,Clinton FD Ops 1,Fire: Ops 1-Dispatch (Future Use),Fire Dispatch
8619,21ab,D,Clinton FD Tac-1,Fire: Tac-1,Fire-Tac
8620,21ac,DE,Clinton FD Tac-2,Fire: Tac-2,Fire-Tac
8630,21b6,D,Clinton CW 1,Citywide 1,Multi-Tac
8631,21b7,D,Clinton CW 2,Citywide 2,Multi-Tac
8591,218f,D,Norris PD/FD,Police/Fire: Dispatch,Multi-Dispatch
8592,2190,D,Norris PD Tac-1,Police: Tac-1,Law Tac
8593,2191,DE,Norris PD Tac-2,Police: Tac-2,Law Tac
8594,2192,D,Norris FD Tac-1,Fire: Tac-1,Fire-Tac
8595,2193,DE,Norris FD Tac-2,Fire: Tac-2,Fire-Tac
8514,2142,DE,01-ORPD DISP,Police: Dispatch,Law Dispatch
8515,2143,DE,OakRidg PD Tac-1,Police: Tac-1,Law Tac
8516,2144,DE,OakRidg PD Tac-2,Police: Tac-2,Law Tac
8566,2176,D,01-OR EVENT 1,Event 1,Multi-Tac
8567,2177,D,01-OR EVENT 2,Event 2,Multi-Tac
8568,2178,D,01-OR EVENT 3,Event 3,Multi-Tac
8569,2179,D,01-OR EVENT 4,Event 4,Multi-Tac
8555,216b,TE,01-OR ANIMAL CTL,Animal Control,Public Works
8570,217a,D,01-OR NET,"Net (Police Convoys, etc)",Multi-Tac
8573,217d,D,OkRdg CourtPanic,Courts: Panic Alert Notification,Security
8511,213f,DE,01-ORFD-DISP,Fire: Dispatch,Fire Dispatch
8512,2140,DE,01-ORFD-TAC1,Fire: Tactical 1,Fire-Tac
8513,2141,DE,01-ORFD-TAC2,Fire: Tactical 2,Fire-Tac
8556,216c,DE,01-ORFD-TAC3,Fire: Tactical 3,Fire-Tac
8557,216d,DE,01-ORFD-TAC4,Fire: Tactical 4,Fire-Tac
8558,216e,DE,01-ORFD-TAC5,Fire: Tactical 5,Fire-Tac
8559,216f,DE,01-ORFD-MED,Fire: Medical,EMS-Tac
8560,2170,DE,01-ORFD-STAGING,Fire: Staging,Fire-Tac
8561,2171,DE,01-ORFD-HAZMAT,Fire: HazMat,Fire-Tac
8509,213d,D,01-ORPW-1,Public Works 1,Public Works
8550,2166,D,01-ORPW-2,Public Works 2,Public Works
8551,2167,T,01-OR PARKS,Parks,Public Works
8506,213a,T,01-ORED OPS,Electric Dept: Dispatch,Utilities
8548,2164,T,01-ORED ALL,Electric Dept: All Call,Utilities
8549,2165,T,01-ORED TALK,Electric Dept: Talk,Utilities
8572,217c,D,01-ORED SW,Electric Dept: Switching,Utilities
8552,2168,T,01-ORSD TRANS,Oak Ridge Schools: Transportation,Schools
8553,2169,D,01-ORSD MAINT,Oak Ridge Schools: Maintenance,Schools
8554,216a,D,01-ORSD OPS A,Oak Ridge Schools: Operations A,Schools
8633,21b9,D,01-ORSD OPS B,Oak Ridge Schools: Operations B,Schools
8574,217e,D,OSpr Police Disp,Police: Dispatch,Law Dispatch
8575,217f,D,OSpr Police Tac1,Police: Tac-1,Law Tac
8576,2180,DE,OSpr Police Tac2,Police: Tac-2,Law Tac
8577,2181,D,OSpr Fire Ops,Fire: Ops (Dispatch),Fire Dispatch
8578,2182,D,OSpr Fire Tac-1,Fire: Tac-1,Fire-Tac
8579,2183,DE,OSpr Fire Tac-2,Fire: Tac-2,Fire-Tac
8580,2184,D,OSpr City Ops,City Ops,Multi-Tac
8581,2185,D,OSpr Event 1,Event 1,Multi-Tac
8582,2186,D,OSpr Event 2,Event 2,Multi-Tac
8586,218a,D,Rocky Top PD Ops,Police: Ops (Dispatch),Law Dispatch
8587,218b,D,RockyTop PD Tac1,Police: Tac-1,Law Tac
8588,218c,D,RockyTop PD Tac2,Police: Tac-2,Law Tac
8589,218d,D,RockyTop FD Tac1,Fire: Tac-1,Fire-Tac
8590,218e,DE,RockyTop FD Tac2,Fire: Tac-2,Fire-Tac
49711,c22f,T,Bedford Sheriff,Sheriff: Dispatch,Law Dispatch
49715,c233,T,Bedford Event 1,Shelbyville Police: Dispatch // Event 1,Law Dispatch
49716,c234,T,Bedford Event 2,Event 2,Multi-Tac
49717,c235,T,Bedford FIre/Rsq,Fire/Rescue: Dispatch,Fire Dispatch
49727,c23f,T,Bedford Law49727,Law: Ops,Law Tac
49728,c240,T,Bedford EMS Disp,EMS: Dispatch,EMS Dispatch
10012,271c,De,Alcoa Police,Police: Dispatch,Law Dispatch
10006,2716,D,Alcoa Events,Events,Multi-Tac
10002,2712,De,Alcoa Fire DIsp,Fire: Dispatch,Fire Dispatch
10010,271a,D,Alcoa Fire Train,Fire: Training,Fire-Talk
10007,2717,D,Alcoa Firegrnd 3,Fireground 3,Fire-Tac
10008,2718,D,Alcoa Firegrnd 4,Fireground 4,Fire-Tac
10022,2726,D,Alcoa PW Roads,Public Works: Roads,Public Works
10019,2723,D,Alcoa Electric,City Electric Department,Utilities
10032,2730,De,Maryv Police 2,Police: Dispatch (Ch 2),Law Dispatch
10033,2731,De,Maryv Police Det,Police: Detectives,Law Tac
10034,2732,D,Maryv PoliceSWAT,Police: SWAT,Law Tac
10025,2729,De,Maryville Fire,Fire: Dispatch,Fire Dispatch
10015,271f,De,Maryville Fire 2,Fire: Ch 2,Fire-Tac
10026,272a,De,Maryv Firegrnd 1,Fireground 1,Fire-Tac
10027,272b,De,Maryv Firegrnd 2,Fireground 2,Fire-Tac
10028,272c,De,Maryv Firegrnd 3,Fireground 3,Fire-Tac
10029,272d,De,Maryv Firegrnd 4,Fireground 4,Fire-Tac
10031,272f,D,Maryv FD OffDuty,Fire: Off-Duty,Fire-Talk
10040,2738,D,Maryville Road,Road Department,Public Works
10042,273a,D,Maryville PubWrk,Public Works: Primary,Public Works
10038,2736,D,Maryville Electr,Maryville Electric Utilities,Utilities
10039,2737,D,Maryville Water,Maryville Water Department,Utilities
10001,2711,D,Blount C/W Net,Countywide Net,Multi-Tac
10044,273c,De,Blount Sheriff 1,Sheriff: Primary,Law Dispatch
10045,273d,De,Blount Sheriff 2,Sheriff: Secondary,Law Dispatch
10043,273b,De,Blount Shrf Tac,Sheriff: Tactical,Law Tac
10047,273f,De,Blount Shrf C2C,Sheriff: Car-to-Car,Law Talk
10051,2743,De,Blount Shrf SRO,Sheriff: School Resource Officers,Law Tac
10048,2740,De,Blount Shrf Det,Sheriff: Detectives,Law Tac
10049,2741,De,Blount ShrfCourt,Sheriff: Court Security/Bailiffs,Law Tac
10046,273e,De,Blount Jail Sec,Sheriff: Jail Security,Corrections
10050,2742,De,Blount Jail Trns,Sheriff: Jail Transport,Corrections
10061,274d,D,Blount EMA 61,Emergency Management,Emergency Ops
10003,2713,De,Blount C/W FIre,Fire: Mutual Aid (County),Fire-Talk
10009,2719,D,Blount Fire10009,Fire: Patch,Fire Dispatch
10065,2751,D,FDBC Dispatch,FDBC: Dispatch (Blount County Fire Protection District),Fire Dispatch
10066,2752,D,FDBC Firegrnd 1,FDBC: Fireground 1 (Blount County Fire Protection District),Fire-Tac
10067,2753,D,FDBC Firegrnd 2,FDBC: Fireground 2 (Blount County Fire Protection District),Fire-Tac
10068,2754,D,FDBC Firegrnd 3,FDBC: Fireground 3 (Blount County Fire Protection District),Fire-Tac
10069,2755,D,FDBC Firegrnd 4,FDBC: Fireground 4 (Blount County Fire Protection District),Fire-Tac
10064,2750,D,AMR EMS Blount,AMR EMS: Blount Dispatch,EMS Dispatch
5536,15a0,D,Brad P/S MutAid1,Public Safety Mutual Aid 1 (Countywide),Interop
5537,15a1,D,Brad P/S MutAid2,Public Safety Mutual Aid 2 (Countywide),Interop
5535,159f,D,Brad Mutual Aid,Mutual Aid Channel (Countywide),Interop
5501,157d,D,Bradley C/W Net,Countywide Net,Interop
5521,1591,D,Bradley SheriffA,Sheriff: Dispatch A,Law Dispatch
5522,1592,DE,Bradley Sheriff2,Sheriff: Dispatch 2,Law Tac
5517,158d,De,Brad Shrf Admin,Sheriff: Administration,Law Talk
5533,159d,D,Bradley Shrf CID,Sheriff: Criminal Investigations Division (CID),Law Tac
5542,15a6,DE,Brad Shrf SWAT,Sheriff: SWAT,Law Tac
5532,159c,De,Brad Shrf c2c,Sheriff: Car-to-Car,Law Talk
5519,158f,DE,Brad Shrf Cmmnd,Sheriff: Command Staff,Law Talk
5520,1590,DE,Brad Shrf Sprvsr,Sheriff: Supervisor,Law Talk
5502,157e,D,Bradley Co EMA,County EMA,Emergency Ops
5503,157f,D,Bradley Co EMA 2,County EMA 2,Emergency Ops
5511,1587,D,Brad Fire Main,Fire/Rescue: Main (Countywide),Fire Dispatch
5513,1589,D,Brad Fireground1,Fireground 1 (Countywide),Fire-Tac
33360,8250,D,Brad Fire C2C,Fire Rescue: Car-to-Car (Countywide),Fire-Tac
5510,1586,D,Brad Fire Admin,Fire Rescue: Administration (Countywide),Fire-Talk
5508,1584,D,Bradley EMS DIsp,EMS: Dispatch (Countywide),EMS Dispatch
33424,8290,D,Bradley EMS c2c,EMS: Car-to-Car (Countywide),EMS-Tac
5528,1598,D,Cleveland Police,Cleveland Police: Dispatch,Law Dispatch
5529,1599,D,ClevelandPD Tac2,Cleveland Police: Tac-2,Law Tac
5531,159b,De,Cleve Police c2c,Cleveland Police: Car-to-Car,Law Talk
5518,158e,DE,Cleve Police CID,Cleveland Police: Criminal Investigations Division (CID),Law Tac
5550,15ae,DE,Clev Police Narc,Cleveland Police: Narcotics,Law Tac
5526,1596,D,Cleveland Fire,Cleveland Fire: Dispatch,Fire Dispatch
33328,8230,D,Cleve Fire c2c,Cleveland Fire: Car-to-Car,Fire-Tac
5525,1595,D,Cleve Fire Spprt,Cleveland Fire: Support,Fire-Tac
5545,15a9,D,LeeUnivSecurity1,Lee University: Security 1,Security
5546,15aa,D,LeeUnivSecurity2,Lee University: Security 2,Security
5547,15ab,D,CSCC Ops,Cleveland State Community College,Schools
5548,15ac,D,Brad Sch Admin,County Schools: Administration,Schools
5549,15ad,D,Brad Sch Bus Ops,County Schools: Bus Operations,Schools
48140,bc0c,D,Coffee Co Net,Coffee County Net [Coffee Net],Multi-Dispatch
48139,bc0b,D,Coffee Shrf Law2,Sheriff: Law 2-Dispatch,Law Dispatch
48138,bc0a,D,Coffee Shrf Law1,Sheriff: Law 1,Law Talk
48148,bc14,D,Coffee Co Fire,Fire: Dispatch,Fire Dispatch
48147,bc13,D,Coffee Co EMS,EMS: Dispatch,EMS Dispatch
48149,bc15,D,Coffee Co Rescue,Rescue Squad,EMS Dispatch
48301,bcad,D,Hickerson Sta FG,Hickerson Station Fireground,Fire-Tac
48305,bcb1,D,Hillsboro FG,Hillsboro Fireground,Fire-Tac
48144,bc10,D,ManchesterPolice,Manchester Police: Dispatch,Law Dispatch
48146,bc12,D,Manchester Fire,Manchester Fire: Dispatch,Fire Dispatch
48303,bcaf,D,New Union FG,New Union Fireground,Fire-Tac
48302,bcae,D,NorthCoffee FG,North Coffee Fireground,Fire-Tac
48307,bcb3,D,Tullahoma Police,Tullahoma Police: Dispatch,Law Dispatch
48309,bcb5,D,Tullahoma Fire,Tullahoma Fire: Dispatch,Fire Dispatch
48304,bcb0,D,Summitville FG,Summitville Fireground,Fire-Tac
49855,c2bf,TE,Crockett Tac,County Tac,Multi-Tac
50593,c5a1,TE,Crockett Net,County Net,Multi-Dispatch
50594,c5a2,TE,Crockett Sheriff,Sheriff: Dispatch,Law Dispatch
50598,c5a6,TE,Crockett EMS,EMS: Dispatch (County),EMS Dispatch
17100,42cc,D,TSU Police Disp1,Tennessee State University Police: Dispatch (Ch 1),Law Dispatch
17101,42cd,T,TSU Police Sec 2,Tennessee State University Police: Secondary (Ch 2),Law Tac
17102,42ce,D,TSU Police Evnt3,Tennessee State University Police: Events (Ch 3),Law Tac
17103,42cf,D,TSU Ops 4,Tennessee State University: Ops (Ch 4),Schools
17104,42d0,D,TSU PD Parking 5,Tennessee State University Police: Parking (Ch 5),Law Tac
17105,42d1,D,TSU Ops 6,Tennessee State University: Ops (Ch 6),Schools
17106,42d2,D,TSU Ops 7,Tennessee State University: Ops (Ch 7),Schools
17107,42d3,D,TSU Ops 8,Tennessee State University: Ops (Ch 8),Schools
49841,c2b1,D,DeKalb Statewide,Statewide (Travel),Multi-Dispatch
49842,c2b2,DE,DeKalb Sheriff,Sheriff: Dispatch,Law Dispatch
49843,c2b3,DE,SmithvillePolice,Smithville Police: Dispatch,Law Dispatch
49840,c2b0,D,Dekalb Co 911,911 (County),Multi-Dispatch
49846,c2b6,D,Dekalb Co Fire,Fire: Tone-Outs/Dispatch (County),Fire Dispatch
49845,c2b5,D,DeKalb Co EMS,EMS: Dispatch (County),EMS Dispatch
48100,bbe4,T,Dyer Statewide,Statewide Access,Multi-Dispatch
48130,bc02,T,Dyer Sheriff,Sheriff: Dispatch,Law Dispatch
48113,bbf1,DE,Dyer Tac 48113,Tac,Law Tac
48114,bbf2,T,Dyer EMA EOC,Emergency Operations Center,Emergency Ops
48133,bc05,T,Dyer Fire Disp,County Fire: Dispatch,Fire Dispatch
48101,bbe5,TE,Dyersbrg Police1,Dyersburg Police: Dispatch 1,Law Dispatch
40001,9c41,T,Dyersbrg Police2,Dyersburg Police: Dispatch 2,Law Dispatch
48112,bbf0,T,Dyersburg EMS,Dyersburg EMS: Dispatch,EMS Dispatch
48127,bbff,T,Dyer Utility Gas,"Dyersburg Utilities (Gas, Water, Sewer)",Utilities
48131,bc03,T,Newbern Police,Newbern Police: Dispatch,Law Dispatch
48132,bc04,T,Newbern FireLink,Newbern Fire: Link (to ???),Fire Dispatch
30800,7850,TE,Greeneville PD 1,Greeneville Police 1,Law Dispatch
30801,7851,TE,Greeneville PD 2,Greeneville Police 2,Law Dispatch
30813,785d,T,Greeneville FD 1,Greeneville Fire: Dispatch,Fire Dispatch
48200,bc48,TE,Greene Sheriff,Sheriff: Dispatch,Law Dispatch
48207,bc4f,TE,Greene Co EMS,EMS: Dispatch,EMS Dispatch
48213,bc55,D,Greene AnimCntrl,Animal Contol,Law Talk
49000,bf68,T,Hamblin Co Net,Hamblen County Net,Multi-Dispatch
49001,bf69,TE,Hamblin Sheriff,Sheriff: Main (Dispatch),Law Dispatch
49002,bf6a,TE,Hamblin Law 1,County Law 1: Dispatch,Law Dispatch
49026,bf82,T,Hamblin EMA Talk,County EMA: Talk,Emergency Ops
49005,bf6d,T,Hamblin Evet 3,County Event 3,Multi-Tac
49025,bf81,T,Hamblen EMA Main,Hamblen County EMA: Main,Emergency Ops
49013,bf75,TE,Morristwn Police,Morristown Police: Primary (Dispatch),Law Dispatch
