Group,DEC,HEX,Mode,Alpha Tag,Description,Tag
TN - RMCC Region 8 (*),49590,c1b6,T,METHODIST NTH,EMS Encode: Methodist North,Hospital
TN - RMCC Region 8 (*),49591,c1b7,T,METHODIST STH,EMS Encode: Methodist South,Hospital
TN - RMCC Region 8 (*),49592,c1b8,T,METHODIST UNIV,EMS Encode: Methodist University,Hospital
TN - RMCC Region 8 (*),49593,c1b9,T,REGIONAL ONE,EMS Encode: Regional One,Hospital
TN - RMCC Region 8 (*),49594,c1ba,T,BARTLETT,EMS Encode: Bartlett,Hospital
TN - RMCC Region 8 (*),49595,c1bb,T,ST FRANCIS,EMS Encode: St Francis,Hospital
TN - RMCC Region 8 (*),49596,c1bc,T,ST JUDE,EMS Encode: St Jude,Hospital
TN - RMCC Region 8 (*),49597,c1bd,T,VA MEMPHIS,EMS Encode: VA Memphis,Hospital
TN - RMCC Region 8 (*),49598,c1be,T,TIPTON,EMS Encode: Tipton,Hospital
TN - RMCC Region 8 (*),49681,c211,T,MEMPHS MEDCOM2,Memphis MEDCOM 2,EMS Dispatch
TN - RMCC Region 8 (*),49682,c212,T,MEMPHS MEDCTRL,Memphis Medical Control,EMS Dispatch
TN - RMCC Region 8 (*),49683,c213,T,ED 80,EMS Encode: ED 80,Hospital
TN - RMCC Region 8 (*),49684,c214,T,ED 81,EMS Encode: ED 81,Hospital
TN - RMCC Region 8 (*),49685,c215,T,ED 82,EMS Encode: ED 82,Hospital
TN - RMCC Region 8 (*),49686,c216,T,BAPTIST WOMENS,EMS Encode: Baptist Womens,Hospital
TN - RMCC Region 8 (*),49687,c217,T,BAPTIST ARLGTN,EMS Encode: Baptist Arlington,Hospital
TN - Department of Transportation HELP,47158,b836,T,DOT HELP SW,State Wide Operations,Public Works
TN - Department of Transportation HELP,47150,b82e,T,DOT HELP R1,Region 1 Dispatch - Knoxville,Public Works
TN - Department of Transportation HELP,47154,b832,T,DOT HTAC1 R1,Region 1 Tactical 1,Public Works
TN - Department of Transportation HELP,47151,b82f,T,DOT HELP R2,Region 2 Dispatch - Chattanooga,Public Works
TN - Department of Transportation HELP,47155,b833,T,DOT HTAC1 R2,Region 2 Tactical 1,Public Works
TN - Department of Transportation HELP,47152,b830,T,DOT HELP R3,Region 3 Dispatch - Nashville,Public Works
TN - Department of Transportation HELP,47156,b834,T,DOT HTAC1 R3,Region 3 Tactical 1,Public Works
TN - Department of Transportation HELP,47161,b839,T,DOT HTAC2 R3,Region 3 Tactical 2,Public Works
TN - Department of Transportation HELP,47163,b83b,T,DOT HTAC3 R3,Region 3 Tactical 3,Public Works
TN - Department of Transportation HELP,47153,b831,T,DOT HELP R4,Region 4 Dispatch - Jackson,Public Works
TN - Department of Transportation HELP,47157,b835,T,DOT HTAC1 R4,Region 4 Tactical 1,Public Works
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8520,2148,D,01-ACSD-OPS1,Sheriff: Operations 1 - Dispatch,Law Dispatch
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8521,2149,DE,01-ACSD-OPS2,Sheriff: Operations 2,Law Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8522,214a,D,01-ACSO TAC1,Sheriff: Tactical 1,Law Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8523,214b,DE,01-ACSO TAC2,Sheriff: Tactical 2,Law Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8524,214c,DE,01-ACSD CAR1,Sheriff: Car-to-Car 1,Law Talk
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8525,214d,DE,01-ACSO CAR2,Sheriff: Car-to-Car 2,Law Talk
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8526,214e,DE,01-ACSO COMMAND,Sheriff: Command,Law Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8527,214f,DE,01-ACSO CID,Sheriff: Criminal Investigations Division (CID),Law Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8528,2150,DE,01-ACSO DRUG,Sheriff: Drug Interdiction Unit,Law Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8501,2135,D,01-AC NET,County Net,Multi-Dispatch
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8503,2137,D,01-AC EVNT 1,County Events 1,Multi-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8504,2138,D,01-AC EVNT 2,County Events 2,Multi-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8505,2139,D,01-AC EVNT 3,County Events 3,Multi-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8533,2155,D,And Co OEM Ops 1,OEM Operations 1,Emergency Ops
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8534,2156,DE,And Co OEM Ops 2,OEM Operations 2,Emergency Ops
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8529,2151,D,AndCo Fire Ops 1,Fire: Operations 1 (County),Fire-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8530,2152,DE,AndCo Fire Ops 2,Fire: Operations 2 (County),Fire-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8531,2153,D,AndCo Fire Tac-1,Fire: Tactical 1 (County),Fire-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8532,2154,DE,AndCo Fire Tac-2,Fire: Tactical 2 (County),Fire-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8535,2157,DE,01-ACEMS ALS,Anderson EMS: ALS Dispatch,EMS Dispatch
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8536,2158,DE,01-ACEMS BLS,Anderson EMS: BLS Dispatch,EMS Dispatch
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8537,2159,DE,Anderson EMS Tac,Anderson EMS: Tactical,EMS-Tac
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8583,2187,DE,Anderson EMS INc,EMS: Incident (County),EMS Dispatch
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8584,2188,DE,AndersnEMS Admin,EMS: Admin (County),EMS Dispatch
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8585,2189,D,AndersnEMS Alert,EMS: Alerting (County),EMS Dispatch
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8538,215a,D,01-AC ROAD 1,County Highway 1,Public Works
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8539,215b,D,01-AC ROAD 2,County Highway 2,Public Works
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8540,215c,D,01-AC PUB WK 1,County Public Works 1,Public Works
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8541,215d,D,01-AC PUB WK 2,County Public Works 2,Public Works
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8542,215e,D,01-AC GOV 1,County Government 1,Public Works
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8543,215f,DE,01-AC GOV 2,County Government 2,Public Works
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8544,2160,D,01-AC SCH OPS 1,County School Ops 1,Schools
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8545,2161,D,01-AC SCH OPS 2,County School Ops 2,Schools
Talkgroup 8529 is used for Dispatch and Fireground for all Volunteer Fire Departments and Rescue Squads,8546,2162,D,01-AC SCH NET,County School Net,Schools
See the Anderson County database page,8612,21a4,D,Clinton PD Ops 1,Police: Ops 1-Dispatch (Future Use),Law Dispatch
See the Anderson County database page,8613,21a5,D,Clinton PD Tac-1,Police: Tac-1,Law Tac
See the Anderson County database page,8614,21a6,DE,Clinton PD Tac-2,Police: Tac-2,Law Tac
See the Anderson County database page,8618,21aa,D,Clinton FD Ops 1,Fire: Ops 1-Dispatch (Future Use),Fire Dispatch
See the Anderson County database page,8619,21ab,D,Clinton FD Tac-1,Fire: Tac-1,Fire-Tac
See the Anderson County database page,8620,21ac,DE,Clinton FD Tac-2,Fire: Tac-2,Fire-Tac
See the Anderson County database page,8630,21b6,D,Clinton CW 1,Citywide 1,Multi-Tac
See the Anderson County database page,8631,21b7,D,Clinton CW 2,Citywide 2,Multi-Tac
TN - Anderson County - Norris,8591,218f,D,Norris PD/FD,Police/Fire: Dispatch,Multi-Dispatch
TN - Anderson County - Norris,8592,2190,D,Norris PD Tac-1,Police: Tac-1,Law Tac
TN - Anderson County - Norris,8593,2191,DE,Norris PD Tac-2,Police: Tac-2,Law Tac
TN - Anderson County - Norris,8594,2192,D,Norris FD Tac-1,Fire: Tac-1,Fire-Tac
TN - Anderson County - Norris,8595,2193,DE,Norris FD Tac-2,Fire: Tac-2,Fire-Tac
TN - Anderson County - Oak Ridge,8514,2142,DE,01-ORPD DISP,Police: Dispatch,Law Dispatch
TN - Anderson County - Oak Ridge,8515,2143,DE,OakRidg PD Tac-1,Police: Tac-1,Law Tac
TN - Anderson County - Oak Ridge,8516,2144,DE,OakRidg PD Tac-2,Police: Tac-2,Law Tac
TN - Anderson County - Oak Ridge,8566,2176,D,01-OR EVENT 1,Event 1,Multi-Tac
TN - Anderson County - Oak Ridge,8567,2177,D,01-OR EVENT 2,Event 2,Multi-Tac
TN - Anderson County - Oak Ridge,8568,2178,D,01-OR EVENT 3,Event 3,Multi-Tac
TN - Anderson County - Oak Ridge,8569,2179,D,01-OR EVENT 4,Event 4,Multi-Tac
TN - Anderson County - Oak Ridge,8555,216b,TE,01-OR ANIMAL CTL,Animal Control,Public Works
TN - Anderson County - Oak Ridge,8570,217a,D,01-OR NET,"Net (Police Convoys, etc)",Multi-Tac
TN - Anderson County - Oak Ridge,8573,217d,D,OkRdg CourtPanic,Courts: Panic Alert Notification,Security
TN - Anderson County - Oak Ridge,8511,213f,DE,01-ORFD-DISP,Fire: Dispatch,Fire Dispatch
TN - Anderson County - Oak Ridge,8512,2140,DE,01-ORFD-TAC1,Fire: Tactical 1,Fire-Tac
TN - Anderson County - Oak Ridge,8513,2141,DE,01-ORFD-TAC2,Fire: Tactical 2,Fire-Tac
TN - Anderson County - Oak Ridge,8556,216c,DE,01-ORFD-TAC3,Fire: Tactical 3,Fire-Tac
TN - Anderson County - Oak Ridge,8557,216d,DE,01-ORFD-TAC4,Fire: Tactical 4,Fire-Tac
TN - Anderson County - Oak Ridge,8558,216e,DE,01-ORFD-TAC5,Fire: Tactical 5,Fire-Tac
TN - Anderson County - Oak Ridge,8559,216f,DE,01-ORFD-MED,Fire: Medical,EMS-Tac
TN - Anderson County - Oak Ridge,8560,2170,DE,01-ORFD-STAGING,Fire: Staging,Fire-Tac
TN - Anderson County - Oak Ridge,8561,2171,DE,01-ORFD-HAZMAT,Fire: HazMat,Fire-Tac
TN - Anderson County - Oak Ridge,8509,213d,D,01-ORPW-1,Public Works 1,Public Works
TN - Anderson County - Oak Ridge,8550,2166,D,01-ORPW-2,Public Works 2,Public Works
TN - Anderson County - Oak Ridge,8551,2167,T,01-OR PARKS,Parks,Public Works
TN - Anderson County - Oak Ridge,8506,213a,T,01-ORED OPS,Electric Dept: Dispatch,Utilities
TN - Anderson County - Oak Ridge,8548,2164,T,01-ORED ALL,Electric Dept: All Call,Utilities
TN - Anderson County - Oak Ridge,8549,2165,T,01-ORED TALK,Electric Dept: Talk,Utilities
TN - Anderson County - Oak Ridge,8572,217c,D,01-ORED SW,Electric Dept: Switching,Utilities
TN - Anderson County - Oak Ridge,8552,2168,T,01-ORSD TRANS,Oak Ridge Schools: Transportation,Schools
TN - Anderson County - Oak Ridge,8553,2169,D,01-ORSD MAINT,Oak Ridge Schools: Maintenance,Schools
TN - Anderson County - Oak Ridge,8554,216a,D,01-ORSD OPS A,Oak Ridge Schools: Operations A,Schools
TN - Anderson County - Oak Ridge,8633,21b9,D,01-ORSD OPS B,Oak Ridge Schools: Operations B,Schools
TN - Anderson County - Oliver Springs,8574,217e,D,OSpr Police Disp,Police: Dispatch,Law Dispatch
TN - Anderson County - Oliver Springs,8575,217f,D,OSpr Police Tac1,Police: Tac-1,Law Tac
TN - Anderson County - Oliver Springs,8576,2180,DE,OSpr Police Tac2,Police: Tac-2,Law Tac
TN - Anderson County - Oliver Springs,8577,2181,D,OSpr Fire Ops,Fire: Ops (Dispatch),Fire Dispatch
TN - Anderson County - Oliver Springs,8578,2182,D,OSpr Fire Tac-1,Fire: Tac-1,Fire-Tac
TN - Anderson County - Oliver Springs,8579,2183,DE,OSpr Fire Tac-2,Fire: Tac-2,Fire-Tac
TN - Anderson County - Oliver Springs,8580,2184,D,OSpr City Ops,City Ops,Multi-Tac
TN - Anderson County - Oliver Springs,8581,2185,D,OSpr Event 1,Event 1,Multi-Tac
TN - Anderson County - Oliver Springs,8582,2186,D,OSpr Event 2,Event 2,Multi-Tac
TN - Anderson County - Rocky Top,8586,218a,D,Rocky Top PD Ops,Police: Ops (Dispatch),Law Dispatch
TN - Anderson County - Rocky Top,8587,218b,D,RockyTop PD Tac1,Police: Tac-1,Law Tac
TN - Anderson County - Rocky Top,8588,218c,D,RockyTop PD Tac2,Police: Tac-2,Law Tac
TN - Anderson County - Rocky Top,8589,218d,D,RockyTop FD Tac1,Fire: Tac-1,Fire-Tac
TN - Anderson County - Rocky Top,8590,218e,DE,RockyTop FD Tac2,Fire: Tac-2,Fire-Tac
See the Bedford County database page,49711,c22f,T,Bedford Sheriff,Sheriff: Dispatch,Law Dispatch
See the Bedford County database page,49715,c233,T,Bedford Event 1,Shelbyville Police: Dispatch // Event 1,Law Dispatch
See the Bedford County database page,49716,c234,T,Bedford Event 2,Event 2,Multi-Tac
See the Bedford County database page,49717,c235,T,Bedford FIre/Rsq,Fire/Rescue: Dispatch,Fire Dispatch
See the Bedford County database page,49727,c23f,T,Bedford Law49727,Law: Ops,Law Tac
See the Bedford County database page,49728,c240,T,Bedford EMS Disp,EMS: Dispatch,EMS Dispatch
TN - Blount County (09) - Alcoa,10012,271c,De,Alcoa Police,Police: Dispatch,Law Dispatch
TN - Blount County (09) - Alcoa,10006,2716,D,Alcoa Events,Events,Multi-Tac
TN - Blount County (09) - Alcoa,10002,2712,De,Alcoa Fire DIsp,Fire: Dispatch,Fire Dispatch
TN - Blount County (09) - Alcoa,10010,271a,D,Alcoa Fire Train,Fire: Training,Fire-Talk
TN - Blount County (09) - Alcoa,10007,2717,D,Alcoa Firegrnd 3,Fireground 3,Fire-Tac
TN - Blount County (09) - Alcoa,10008,2718,D,Alcoa Firegrnd 4,Fireground 4,Fire-Tac
TN - Blount County (09) - Alcoa,10022,2726,D,Alcoa PW Roads,Public Works: Roads,Public Works
TN - Blount County (09) - Alcoa,10019,2723,D,Alcoa Electric,City Electric Department,Utilities
TN - Blount County (09) - Maryville,10032,2730,De,Maryv Police 2,Police: Dispatch (Ch 2),Law Dispatch
TN - Blount County (09) - Maryville,10033,2731,De,Maryv Police Det,Police: Detectives,Law Tac
TN - Blount County (09) - Maryville,10034,2732,D,Maryv PoliceSWAT,Police: SWAT,Law Tac
TN - Blount County (09) - Maryville,10025,2729,De,Maryville Fire,Fire: Dispatch,Fire Dispatch
TN - Blount County (09) - Maryville,10015,271f,De,Maryville Fire 2,Fire: Ch 2,Fire-Tac
TN - Blount County (09) - Maryville,10026,272a,De,Maryv Firegrnd 1,Fireground 1,Fire-Tac
TN - Blount County (09) - Maryville,10027,272b,De,Maryv Firegrnd 2,Fireground 2,Fire-Tac
TN - Blount County (09) - Maryville,10028,272c,De,Maryv Firegrnd 3,Fireground 3,Fire-Tac
TN - Blount County (09) - Maryville,10029,272d,De,Maryv Firegrnd 4,Fireground 4,Fire-Tac
TN - Blount County (09) - Maryville,10031,272f,D,Maryv FD OffDuty,Fire: Off-Duty,Fire-Talk
TN - Blount County (09) - Maryville,10040,2738,D,Maryville Road,Road Department,Public Works
TN - Blount County (09) - Maryville,10042,273a,D,Maryville PubWrk,Public Works: Primary,Public Works
TN - Blount County (09) - Maryville,10038,2736,D,Maryville Electr,Maryville Electric Utilities,Utilities
TN - Blount County (09) - Maryville,10039,2737,D,Maryville Water,Maryville Water Department,Utilities
Law and Fire talkgroups are encryption-capable.,10001,2711,D,Blount C/W Net,Countywide Net,Multi-Tac
Law and Fire talkgroups are encryption-capable.,10044,273c,De,Blount Sheriff 1,Sheriff: Primary,Law Dispatch
Law and Fire talkgroups are encryption-capable.,10045,273d,De,Blount Sheriff 2,Sheriff: Secondary,Law Dispatch
Law and Fire talkgroups are encryption-capable.,10043,273b,De,Blount Shrf Tac,Sheriff: Tactical,Law Tac
Law and Fire talkgroups are encryption-capable.,10047,273f,De,Blount Shrf C2C,Sheriff: Car-to-Car,Law Talk
Law and Fire talkgroups are encryption-capable.,10051,2743,De,Blount Shrf SRO,Sheriff: School Resource Officers,Law Tac
Law and Fire talkgroups are encryption-capable.,10048,2740,De,Blount Shrf Det,Sheriff: Detectives,Law Tac
Law and Fire talkgroups are encryption-capable.,10049,2741,De,Blount ShrfCourt,Sheriff: Court Security/Bailiffs,Law Tac
Law and Fire talkgroups are encryption-capable.,10046,273e,De,Blount Jail Sec,Sheriff: Jail Security,Corrections
Law and Fire talkgroups are encryption-capable.,10050,2742,De,Blount Jail Trns,Sheriff: Jail Transport,Corrections
Law and Fire talkgroups are encryption-capable.,10061,274d,D,Blount EMA 61,Emergency Management,Emergency Ops
Law and Fire talkgroups are encryption-capable.,10003,2713,De,Blount C/W FIre,Fire: Mutual Aid (County),Fire-Talk
Law and Fire talkgroups are encryption-capable.,10009,2719,D,Blount Fire10009,Fire: Patch,Fire Dispatch
Law and Fire talkgroups are encryption-capable.,10065,2751,D,FDBC Dispatch,FDBC: Dispatch (Blount County Fire Protection District),Fire Dispatch
Law and Fire talkgroups are encryption-capable.,10066,2752,D,FDBC Firegrnd 1,FDBC: Fireground 1 (Blount County Fire Protection District),Fire-Tac
Law and Fire talkgroups are encryption-capable.,10067,2753,D,FDBC Firegrnd 2,FDBC: Fireground 2 (Blount County Fire Protection District),Fire-Tac
Law and Fire talkgroups are encryption-capable.,10068,2754,D,FDBC Firegrnd 3,FDBC: Fireground 3 (Blount County Fire Protection District),Fire-Tac
Law and Fire talkgroups are encryption-capable.,10069,2755,D,FDBC Firegrnd 4,FDBC: Fireground 4 (Blount County Fire Protection District),Fire-Tac
Law and Fire talkgroups are encryption-capable.,10064,2750,D,AMR EMS Blount,AMR EMS: Blount Dispatch,EMS Dispatch
TN - Bradley County (11) - Public Safety,5536,15a0,D,Brad P/S MutAid1,Public Safety Mutual Aid 1 (Countywide),Interop
TN - Bradley County (11) - Public Safety,5537,15a1,D,Brad P/S MutAid2,Public Safety Mutual Aid 2 (Countywide),Interop
TN - Bradley County (11) - Public Safety,5535,159f,D,Brad Mutual Aid,Mutual Aid Channel (Countywide),Interop
TN - Bradley County (11) - Public Safety,5501,157d,D,Bradley C/W Net,Countywide Net,Interop
TN - Bradley County (11) - Public Safety,5521,1591,D,Bradley SheriffA,Sheriff: Dispatch A,Law Dispatch
TN - Bradley County (11) - Public Safety,5522,1592,DE,Bradley Sheriff2,Sheriff: Dispatch 2,Law Tac
TN - Bradley County (11) - Public Safety,5517,158d,De,Brad Shrf Admin,Sheriff: Administration,Law Talk
TN - Bradley County (11) - Public Safety,5533,159d,D,Bradley Shrf CID,Sheriff: Criminal Investigations Division (CID),Law Tac
TN - Bradley County (11) - Public Safety,5542,15a6,DE,Brad Shrf SWAT,Sheriff: SWAT,Law Tac
TN - Bradley County (11) - Public Safety,5532,159c,De,Brad Shrf c2c,Sheriff: Car-to-Car,Law Talk
TN - Bradley County (11) - Public Safety,5519,158f,DE,Brad Shrf Cmmnd,Sheriff: Command Staff,Law Talk
TN - Bradley County (11) - Public Safety,5520,1590,DE,Brad Shrf Sprvsr,Sheriff: Supervisor,Law Talk
TN - Bradley County (11) - Public Safety,5502,157e,D,Bradley Co EMA,County EMA,Emergency Ops
TN - Bradley County (11) - Public Safety,5503,157f,D,Bradley Co EMA 2,County EMA 2,Emergency Ops
TN - Bradley County (11) - Public Safety,5511,1587,D,Brad Fire Main,Fire/Rescue: Main (Countywide),Fire Dispatch
TN - Bradley County (11) - Public Safety,5513,1589,D,Brad Fireground1,Fireground 1 (Countywide),Fire-Tac
TN - Bradley County (11) - Public Safety,33360,8250,D,Brad Fire C2C,Fire Rescue: Car-to-Car (Countywide),Fire-Tac
TN - Bradley County (11) - Public Safety,5510,1586,D,Brad Fire Admin,Fire Rescue: Administration (Countywide),Fire-Talk
TN - Bradley County (11) - Public Safety,5508,1584,D,Bradley EMS DIsp,EMS: Dispatch (Countywide),EMS Dispatch
TN - Bradley County (11) - Public Safety,33424,8290,D,Bradley EMS c2c,EMS: Car-to-Car (Countywide),EMS-Tac
TN - Bradley County (11) - Public Safety,5528,1598,D,Cleveland Police,Cleveland Police: Dispatch,Law Dispatch
TN - Bradley County (11) - Public Safety,5529,1599,D,ClevelandPD Tac2,Cleveland Police: Tac-2,Law Tac
TN - Bradley County (11) - Public Safety,5531,159b,De,Cleve Police c2c,Cleveland Police: Car-to-Car,Law Talk
TN - Bradley County (11) - Public Safety,5518,158e,DE,Cleve Police CID,Cleveland Police: Criminal Investigations Division (CID),Law Tac
TN - Bradley County (11) - Public Safety,5550,15ae,DE,Clev Police Narc,Cleveland Police: Narcotics,Law Tac
TN - Bradley County (11) - Public Safety,5526,1596,D,Cleveland Fire,Cleveland Fire: Dispatch,Fire Dispatch
TN - Bradley County (11) - Public Safety,33328,8230,D,Cleve Fire c2c,Cleveland Fire: Car-to-Car,Fire-Tac
TN - Bradley County (11) - Public Safety,5525,1595,D,Cleve Fire Spprt,Cleveland Fire: Support,Fire-Tac
TN - Bradley County (11) - Public Safety,5545,15a9,D,LeeUnivSecurity1,Lee University: Security 1,Security
TN - Bradley County (11) - Public Safety,5546,15aa,D,LeeUnivSecurity2,Lee University: Security 2,Security
TN - Bradley County (11) - Public Safety,5547,15ab,D,CSCC Ops,Cleveland State Community College,Schools
TN - Bradley County (11) - Public Safety,5548,15ac,D,Brad Sch Admin,County Schools: Administration,Schools
TN - Bradley County (11) - Public Safety,5549,15ad,D,Brad Sch Bus Ops,County Schools: Bus Operations,Schools
TN - Coffee County (16) - Public Safety,48140,bc0c,D,Coffee Co Net,Coffee County Net [Coffee Net],Multi-Dispatch
TN - Coffee County (16) - Public Safety,48139,bc0b,D,Coffee Shrf Law2,Sheriff: Law 2-Dispatch,Law Dispatch
TN - Coffee County (16) - Public Safety,48138,bc0a,D,Coffee Shrf Law1,Sheriff: Law 1,Law Talk
TN - Coffee County (16) - Public Safety,48148,bc14,D,Coffee Co Fire,Fire: Dispatch,Fire Dispatch
TN - Coffee County (16) - Public Safety,48147,bc13,D,Coffee Co EMS,EMS: Dispatch,EMS Dispatch
TN - Coffee County (16) - Public Safety,48149,bc15,D,Coffee Co Rescue,Rescue Squad,EMS Dispatch
TN - Coffee County (16) - Public Safety,48301,bcad,D,Hickerson Sta FG,Hickerson Station Fireground,Fire-Tac
TN - Coffee County (16) - Public Safety,48305,bcb1,D,Hillsboro FG,Hillsboro Fireground,Fire-Tac
TN - Coffee County (16) - Public Safety,48144,bc10,D,ManchesterPolice,Manchester Police: Dispatch,Law Dispatch
TN - Coffee County (16) - Public Safety,48146,bc12,D,Manchester Fire,Manchester Fire: Dispatch,Fire Dispatch
TN - Coffee County (16) - Public Safety,48303,bcaf,D,New Union FG,New Union Fireground,Fire-Tac
TN - Coffee County (16) - Public Safety,48302,bcae,D,NorthCoffee FG,North Coffee Fireground,Fire-Tac
TN - Coffee County (16) - Public Safety,48307,bcb3,D,Tullahoma Police,Tullahoma Police: Dispatch,Law Dispatch
TN - Coffee County (16) - Public Safety,48309,bcb5,D,Tullahoma Fire,Tullahoma Fire: Dispatch,Fire Dispatch
TN - Coffee County (16) - Public Safety,48304,bcb0,D,Summitville FG,Summitville Fireground,Fire-Tac
See Crockett County Database page,49855,c2bf,TE,Crockett Tac,County Tac,Multi-Tac
See Crockett County Database page,50593,c5a1,TE,Crockett Net,County Net,Multi-Dispatch
See Crockett County Database page,50594,c5a2,TE,Crockett Sheriff,Sheriff: Dispatch,Law Dispatch
See Crockett County Database page,50598,c5a6,TE,Crockett EMS,EMS: Dispatch (County),EMS Dispatch
Nashsville-Davidson County uses their own P25 system:,17100,42cc,D,TSU Police Disp1,Tennessee State University Police: Dispatch (Ch 1),Law Dispatch
Nashsville-Davidson County uses their own P25 system:,17101,42cd,T,TSU Police Sec 2,Tennessee State University Police: Secondary (Ch 2),Law Tac
Nashsville-Davidson County uses their own P25 system:,17102,42ce,D,TSU Police Evnt3,Tennessee State University Police: Events (Ch 3),Law Tac
Nashsville-Davidson County uses their own P25 system:,17103,42cf,D,TSU Ops 4,Tennessee State University: Ops (Ch 4),Schools
Nashsville-Davidson County uses their own P25 system:,17104,42d0,D,TSU PD Parking 5,Tennessee State University Police: Parking (Ch 5),Law Tac
Nashsville-Davidson County uses their own P25 system:,17105,42d1,D,TSU Ops 6,Tennessee State University: Ops (Ch 6),Schools
Nashsville-Davidson County uses their own P25 system:,17106,42d2,D,TSU Ops 7,Tennessee State University: Ops (Ch 7),Schools
Nashsville-Davidson County uses their own P25 system:,17107,42d3,D,TSU Ops 8,Tennessee State University: Ops (Ch 8),Schools
TN - DeKalb County (xx) - Public Safety,49841,c2b1,D,DeKalb Statewide,Statewide (Travel),Multi-Dispatch
TN - DeKalb County (xx) - Public Safety,49842,c2b2,DE,DeKalb Sheriff,Sheriff: Dispatch,Law Dispatch
TN - DeKalb County (xx) - Public Safety,49843,c2b3,DE,SmithvillePolice,Smithville Police: Dispatch,Law Dispatch
TN - DeKalb County (xx) - Public Safety,49840,c2b0,D,Dekalb Co 911,911 (County),Multi-Dispatch
TN - DeKalb County (xx) - Public Safety,49846,c2b6,D,Dekalb Co Fire,Fire: Tone-Outs/Dispatch (County),Fire Dispatch
TN - DeKalb County (xx) - Public Safety,49845,c2b5,D,DeKalb Co EMS,EMS: Dispatch (County),EMS Dispatch
Also see Dyer County Database page,48100,bbe4,T,Dyer Statewide,Statewide Access,Multi-Dispatch
Also see Dyer County Database page,48130,bc02,T,Dyer Sheriff,Sheriff: Dispatch,Law Dispatch
Also see Dyer County Database page,48113,bbf1,DE,Dyer Tac 48113,Tac,Law Tac
Also see Dyer County Database page,48114,bbf2,T,Dyer EMA EOC,Emergency Operations Center,Emergency Ops
Also see Dyer County Database page,48133,bc05,T,Dyer Fire Disp,County Fire: Dispatch,Fire Dispatch
Also see Dyer County Database page,48101,bbe5,TE,Dyersbrg Police1,Dyersburg Police: Dispatch 1,Law Dispatch
Also see Dyer County Database page,40001,9c41,T,Dyersbrg Police2,Dyersburg Police: Dispatch 2,Law Dispatch
Also see Dyer County Database page,48112,bbf0,T,Dyersburg EMS,Dyersburg EMS: Dispatch,EMS Dispatch
